review_text,sentiment
"Time waste pura. portion chota tha price ke hisaab se, hygiene questionable thi, taste flat tha, masala missing. paise barbad mat karna.",negative
"Lahore se likh raha hoon — Neutral hi bolunga! service kabhi fast kabhi slow, location convenient thi, price thora high lag raha tha. maybe dobara sochunga.",neutral
"Lahore se likh raha hoon — Itna pyara. music aur lighting balanced thi, delivery time bhi reasonable tha, hygiene top notch thi. next weekend phir plan banega.",positive
"So basically Kuch khaas nahi, kuch bura bhi nahi. ambience simple thi. try kar sakte ho agar nearby ho.",neutral
Full paisa vasool! hygiene top notch thi. dil se thank you team.,positive
"Staff rude tha bilkul, billing mein extra charges add kiye, taste flat tha, masala missing. sorry but sach hai. That's my honest take.",negative
"Neutral hi bolunga, location convenient thi, noise level manageable tha. expectation medium rakho.",neutral
"Dil khush ho gaya. family ke sath perfect tha, delivery time bhi reasonable tha, delivery time bhi reasonable tha. value for money hai bilkul.",positive
"Okay okay type tha! price thora high lag raha tha, parking thori mushkil thi, menu variety theek thi. neither wow nor uff.",neutral
"Quick review: Theek tha overall! price thora high lag raha tha, food average tha, edible tha, parking thori mushkil thi. expectation medium rakho. That's my honest take.",neutral
"Love ho gaya, service fast thi, packaging neat thi. full 10/10 vibes. Hope helpful ho.",positive
"Average sa experience tha, food average tha, edible tha, service kabhi fast kabhi slow. neither wow nor uff.",neutral
"Bekar experience raha, ambience dull aur congested thi, portion chota tha price ke hisaab se. 1/10 bas. That's my honest take.",negative
"Kuch khaas nahi, kuch bura bhi nahi! noise level manageable tha, noise level manageable tha, parking thori mushkil thi. bas chal jata hai.",neutral
"Neutral hi bolunga! location convenient thi, noise level manageable tha, noise level manageable tha. bas chal jata hai.",neutral
"Neutral hi bolunga! noise level manageable tha, service kabhi fast kabhi slow, parking thori mushkil thi. try kar sakte ho agar nearby ho. That's my honest take.",neutral
"Hi bhai, Time waste pura, staff argue karne lag gaye, hygiene questionable thi. sorry but sach hai.",negative
"Paisa zaya hogaya. billing mein extra charges add kiye, wait time bohot zyada tha, billing mein extra charges add kiye. recommend nahi karunga kisi ko. That's my honest take.",negative
"Hi bhai, Itna pyara! food fresh aur tasty tha. next weekend phir plan banega.",positive
"Quick review: Normal restaurant vibes! price thora high lag raha tha, menu variety theek thi, location convenient thi. maybe dobara sochunga.",neutral
"Lahore se likh raha hoon — Time waste pura. order late aya aur thanda tha, wait time bohot zyada tha, taste flat tha, masala missing. 1/10 bas. Allah Hafiz.",negative
"Standard expectation ke around tha! ambience simple thi, taste expected jaisa hi tha, parking thori mushkil thi. neither wow nor uff.",neutral
